'2016-09-08T17:20:12.713', 'H.R. 5104', 'BOTS Act', ['http://docs.house.gov/billsthisweek/20160912/HR5104.pdf']],
'2016-09-08T17:20:34.773', 'H.R. 5111', 'Consumer Review Fairness Act of 2016', ['http://docs.house.gov/billsthisweek/20160912/HR5111.pdf']],
'2016-09-08T17:20:51.230', 'H.R. 1301', 'Amateur Radio Parity Act of 2016', ['http://docs.house.gov/billsthisweek/20160912/HR1301.pdf']],
'2016-09-08T17:21:05.257', 'H.R. 921', 'Sports Medicine Licensure Clarity Act of 2016', ['http://docs.house.gov/billsthisweek/20160912/HR921.pdf']],
'2016-09-08T17:35:59.307', 'H. Res. 835', "Expressing the sense of the House of Representatives that the United States should adopt a national policy for technology to promote consumers' access to financial tools and online commerce to promote economic growth and consumer empowerment", ['http://docs.house.gov/billsthisweek/20160912/HRES835.pdf']],
'2016-09-08T17:36:32.317', 'H.R. 4979', 'Advanced Nuclear Technology Development Act of 2016, as amended ', ['http://docs.house.gov/billsthisweek/20160912/HR4979.pdf']],
'2016-09-08T17:36:56.917', 'H.R. 5484', 'State Sponsors of Terrorism Review Enhancement Act', ['http://docs.house.gov/billsthisweek/20160912/HR5484.pdf']],
'2016-09-08T17:37:17.307', 'H. Res. 728', 'Supporting human rights, democracy, and the rule of law in Cambodia, as amended', ['http://docs.house.gov/billsthisweek/20160912/HRES728-2.pdf']],
'2016-09-08T17:37:56.430', 'H. Res. 810', 'Expressing the sense of the House of Representatives regarding the life and work of Elie Wiesel in promoting human rights, peace, and Holocaust remembrance, as amended', ['http://docs.house.gov/billsthisweek/20160912/HRES810.pdf']],
'2016-09-08T17:38:12.360', 'H. Res. 729', 'Expressing support for the expeditious consideration and finalization of a new, robust, and long-term Memorandum of Understanding on military assistance to Israel between the United States Government and the Government of Israel', ['http://docs.house.gov/billsthisweek/20160912/HRES729.pdf']],
'2016-09-08T17:38:45.633', 'H.R. 4576', 'Ensuring Access to Pacific Fisheries Act', ['http://docs.house.gov/billsthisweek/20160912/HR4576.pdf']],
'2016-09-08T17:39:22.527', 'House Amendment to S. 246', 'Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act', ['http://docs.house.gov/billsthisweek/20160912/S246.pdf']],
'2016-09-08T17:40:07.690', 'S. 1579', 'NATIVE Act', ['http://docs.house.gov/billsthisweek/20160912/S1579.pdf']],
'2016-09-08T17:40:28.937', 'H.R. 3471', 'Veterans Mobility Safety Act of 2016', ['http://docs.house.gov/billsthisweek/20160912/HR3471.pdf']],
'2016-09-08T17:40:50.980', 'H. Res. 847', 'Expressing the sense of the House of Representatives about a national strategy for the Internet of Things to promote economic growth and consumer empowerment', ['http://docs.house.gov/billsthisweek/20160912/HRES847.pdf']],
'2016-09-08T17:41:11.430', 'S. Con. Res. 46', 'A concurrent resolution expressing support for the goal of ensuring that all Holocaust victims live with dignity, comfort, and security in their remaining years, and urging the Federal Republic of Germany to continue to reaffirm its commitment to comprehensively address the unique health and welfare needs of vulnerable Holocaust victims, including home care and other medically prescribed needs', ['http://docs.house.gov/billsthisweek/20160912/SCONRES46.pdf']],
'2016-09-08T17:41:28.840', 'H.R. 295', 'To reauthorize the Historically Black Colleges and Universities Historic Preservation program', ['http://docs.house.gov/billsthisweek/20160912/HR295.pdf']],
'2016-09-08T17:41:43.957', 'H.R. 5936', 'Veterans Care Agreement and West Los Angeles Leasing Act of 2016, as amended', ['http://docs.house.gov/billsthisweek/20160912/H5936-4.pdf']],
'2016-09-08T17:42:24.580', 'H.R. 5937', 'To amend title 36, United States Code, to authorize the American Battle Monuments Commission to acquire, operate, and maintain the Lafayette Escadrille Memorial in Marnes-la-Coquette, France, and for other purposes, as amended', ['http://docs.house.gov/billsthisweek/20160912/HR5937-2.pdf']],
'2016-09-09T08:27:48.333', 'H.R. 5587', 'Strengthening Career and Technical Education for the 21st Century Act, as amended', ['http://docs.house.gov/billsthisweek/20160912/H5587-2.pdf']],
'2016-09-09T08:28:09.317', 'H.R. 5985', 'Department of Veterans Affairs Expiring Authorities Act of 2016, as amended', ['http://docs.house.gov/billsthisweek/20160912/H5985.pdf']],
'2016-09-09T10:04:48.867', 'H.R. 3590', 'Halt Tax Increases on the Middle Class and Seniors Act', ['https://www.congress.gov/114/bills/hr3590/BILLS-114hr3590rh.pdf', 'https://www.congress.gov/114/bills/hr3590/BILLS-114hr3590rh.xml']],
'2016-09-07T13:12:51.707', 'H.R. 5226', 'Regulatory Integrity Act of 2016 (Rules Committee Print 114-63, showing the text of the bill as ordered reported by the Committee on Oversight and Government Reform)', ['http://docs.house.gov/billsthisweek/20160912/CPRT-114-HPRT-RU00-HR5226.pdf', 'http://docs.house.gov/billsthisweek/20160912/CPRT-114-HPRT-RU00-HR5226.xml']],
'2016-09-09T15:59:37.403', 'H.R. 5351', 'To prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba.', ['https://www.congress.gov/114/bills/hr5351/BILLS-114hr5351ih.pdf', 'https://www.congress.gov/114/bills/hr5351/BILLS-114hr5351ih.xml']],
'2016-09-09T10:05:58.923', 'H.R. 5620', 'VA Accountability First and Appeals Modernization Act of 2016', ['https://www.congress.gov/114/bills/hr5620/BILLS-114hr5620ih.pdf', 'https://www.congress.gov/114/bills/hr5620/BILLS-114hr5620ih.xml']],
